WP5,wgt,PROJWT,FIELD_DATE,YEAR_CALENDAR,Q1,Q2,Q3,Q4,Q5A,Q5B,Q5C,Q6,Q7,Q8,Q9,Q10A,Q10B,Q11A,Q11B,Q11C,Q11D,Q11E,Q11F,Q11G,Q12,Q13,Q14A,Q14B,Q15A,Q15B,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,D1,Q29,Q30,WGM_Index,WGM_Indexr,ViewOfScience,Age,AgeCategories,Gender,Education,Urban_Rural,Household_Income,Regions_Report,Subjective_Income,WBI,EMP_2010
12,0.8168865085,44143.2512290865,5/1/2018,2018,2,2,1,2,1,1,2,2,1,1,1,1,1,1,3,1,2,1,3,3,2,2,1,2,2,2,1,1,1,2,3,2,2,1,1,2,2,1,1,1,2, ,3.4,2,1,53,3,2,2,1,1,15,3,4,5
12,0.3259340074,17612.9567838333,5/1/2018,2018,2,1,1,98,2,1,1,2,1,1,1,1,1,2,4,1,1,1,2,98,2,1,2,2,1,2,1,1,1,1,3,2,1,1,2,1,1,2, ,1,1,98,3.6,3,1,42,2,2,3,1,2,15,1,4,1
12,0.7503608307,40548.309118764,5/1/2018,2018,4,3,2,2,2,1,2,2,2,2,2,1,2,1,2,1,3,1,2,4,3,1,1,2,2,2,2,2,98,2,3,2,1,1,1,1,1,2, ,2, , ,3.6,3,3,40,2,2,2,1,3,15,1,4,6
12,0.6289479548,33987.3498833637,5/1/2018,2018,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,4,1,2,2,2,2,2,1,1,1,2,3,2,1,1,1,1,1,2, ,2, , ,3,2,1,59,3,2,3,2,5,15,2,4,5
12,0.6602123687,35676.8292216606,5/1/2018,2018,3,3,1,2,1,1,2,1,1,2,2,1,1,2,4,2,3,1,4,3,2,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,3,2, ,1,2, ,3.6,3,2,58,3,2,2,1,5,15,2,4,6
12,0.3157881286,17064.6895861536,5/1/2018,2018,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,4,2,1,1,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2, ,3.6,3,1,42,2,1,3,2,3,15,1,4,1
12,0.777025766,41989.2399282747,5/1/2018,2018,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,3,1,2,2,1,1,1,1,2,2,2,1,1,1,3,1,2,1,1,1,2,1,1,1,2, ,3.8,3,2,51,3,1,3,1,4,15,1,4,2
12,0.6714053905,36281.6823633535,5/1/2018,2018,2,1,1,2,1,1,97,1,2,2,2,98,1,1,2,1,2,1,1,3,1,1,1,2,2,1,1,98,2,2,3,2,1,1,1,2,2,1,1,2, , ,3.6,3,99,35,2,1,3,1,5,15,2,4,2
12,0.4333074213,23415.2457625556,5/1/2018,2018,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,3,4,2,98,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,2,3.6,3,1,80,3,2,3,1,5,15,1,4,6
12,0.6307653519,34085.5591384324,5/1/2018,2018,2,1,1,2,1,1,98,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,2,1,1,1,3,3,2,2,1,2,3,1,1,1,1,1,2,3.8,3,1,30,2,2,3,2,5,15,1,4,2
12,0.3057421575,16521.8212416622,5/1/2018,2018,3,2,1,2,1,1,1,2,1,1,1,1,1,1,4,1,3,2,1,3,2,1,2,3,2,3,3,98,1,2,3,2,2,1,2,4,2,1,1,1,2, ,3.2,2,99,33,2,1,3,1,4,15,1,4,1
12,1.0071080857,54422.5235450303,5/1/2018,2018,3,2,1,1,1,1,2,2,2,2,2,2,2,1,3,3,2,2,4,4,2,2,3,3,3,3,3,2,2,2,1,3,2,2, , , ,1, ,1,1,2,2.2,1,4,39,2,1,3,2,1,15,3,4,4
12,0.3847596318,20791.8002224523,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,4,2,2,2,2,2,2,2,1,1,1,3,2,1,1,1,3,1,2, ,2, , ,3.2,2,2,21,1,1,3,2,1,15,2,4,6
12,1.2594574659,68059.0837913607,5/1/2018,2018,2,2,1,98,98,1,2,2,1,1,1,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,1,1,1,3,3,3,4,1,2,2,2,1,1,1,98, ,3.2,2,1,71,3,1,3,2,2,15,2,4,6
12,2.956532057,159766.302912393,5/1/2018,2018,2,2,1,2,1,1,2,2,1,1,1,1,1,3,3,2,3,2,2,4,1,1,1,1,2,1,2,1,1,1,3,3,1,1,1,4,1,2, ,2, , ,3.6,3,2,23,1,1,3,1,2,15,2,4,6
12,0.8413697141,45466.2848275852,5/1/2018,2018,2,1,1,2,1,1,2,1,1,1,2,98,1,1,4,2,3,1,98,4,1,1,1,2,2,1,1,1,1,2,3,1,1,1,1,3,1,3, ,2, , ,3.4,2,1,54,3,1,2,1,5,15,2,4,2
12,1.4540062535,78572.1916935869,5/1/2018,2018,2,1,1,2,1,1,2,2,2,1,1,2,1,1,4,1,2,1,2,4,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,2,2,1,1,2, , ,3.6,3,1,37,2,1,2,1,1,15,3,4,6
12,1.3639295037,73704.5870076348,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2, ,1,1,2,4,3,1,29,1,1,2,2,4,15,1,4,2
12,0.8827110219,47700.3035278476,5/1/2018,2018,3,99,1,2,97, , ,2,2,2,2,1,2,2,1,98,98,3,98,98,98,99,99,99,99,99,2,1,2,2,3,4,4,1,1,99,99,1,1,1,99, , ,99,2,73,3,2,2,1,5,15,2,4,6
12,1.7742602851,95878.2115998713,5/1/2018,2018,3,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,4,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3.6,3,2,21,1,2,2,2,1,15,1,4,6
12,0.6621201069,35779.9203668395,5/1/2018,2018,3,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,2,2, ,2, , ,3.6,3,1,27,1,2,2,2,3,15,2,4,1
12,0.8168865085,44143.2512290865,5/1/2018,2018,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,4,1,1,2,1,1,1,1,3,3,1,1,1,2,5,1,1,1,1,2,1,1,1,1,2, ,3.6,3,1,46,2,2,1,1,2,15,2,4,1
12,0.6602123687,35676.8292216606,5/1/2018,2018,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,3,2,2,2,1,2,2,2,1,1,1,3,1,1,1,1,1,1,2, ,1,1,1,3.2,2,2,58,3,2,2,2,5,15,1,4,6
12,1.3659955358,73816.2321081645,5/1/2018,2018,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,3,3,1,2,3,1,1,2,2,2,2,2,1,1,1,3,2,2,1,1,1,1,2, ,99, , ,3,2,2,27,1,2,1,2,3,15,2,4,1
12,0.3157881286,17064.6895861536,5/1/2018,2018,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3.6,3,1,36,2,1,3,1,5,15,1,4,1
12,2.0399995084,110238.337728168,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,98,1,1,1,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2, ,3.6,3,1,61,3,1,2,1,5,15,1,4,1
12,0.6111304912,33024.5224130525,5/1/2018,2018,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,3,1,1,4,1,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,2, ,1,1,2,3,2,1,29,1,1,3,2,1,15,1,4,1
12,1.4108789493,76241.6605840313,5/1/2018,2018,2,1,1,2,1,1,1,1,2,1,2,2,2,3,4,1,4,1,1,4,1,1,2,2,3,3,1,2,1,2,3,1,1,2, , , ,1, ,1,2, ,3.2,2,3,39,2,1,2,1,1,15,2,4,6
12,1.7644005162,95345.4053226259,5/1/2018,2018,3,98,2,2,1,1,2,2,2,2,2,98,1,98,99,3,98,1,98,98,98,98,2,1,2,2,1,1,98,3,3,2,1,1,1,99,3,2, ,99, , ,3,2,1,85,3,1, ,2,2,15,3,4,6
12,0.7937833845,42894.7950535276,5/1/2018,2018,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,4,2,2,2,1,3,4,3,1,1,1,97,2,4,2, , , ,2, ,1,1,1,2.6,2,2,24,1,1,3,2,2,15,1,4,1
12,0.6602123687,35676.8292216606,5/1/2018,2018,4,4,1,2,1,1,2,1,1,1,1,1,1,1,98,2,2,1,1,98,1,1,1,1,2,1,2,1,1,2,97,1,1,1,1,1,1,1,1,1,2, ,3.6,3,2,57,3,2,2,2,5,15,2,4,1
12,0.8827110219,47700.3035278476,5/1/2018,2018,3,2,1,2,1,1,2,1,1,1,1,1,1,1,2,3,2,2,1,3,2,2,2,3,2,3,1,1,1,2,3,2,1,1,1,1,1,2, ,1,1,2,2.6,2,1,81,3,2,1,1,3,15,1,4,6
12,0.3949146291,21340.5601718673,5/1/2018,2018,4,2,2,2,1,1,1,1,2,2,2,1,1,3,2,2,3,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,1,1,1,1,2, ,2, , ,3,2,2,72,3,1,3,1,5,15,1,4,6
12,0.6514908238,35205.5307678304,5/1/2018,2018,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,4,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,38,2,1,3,2,5,15,1,4,1
12,0.6111304912,33024.5224130525,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,2,1,3,3,2,3,2,4,4,1,1,2,2,2,1,2,1,1,1,3,1,1,1,1,2,2,2, ,2, , ,3.2,2,2,30,2,1,3,1,4,15,2,4,1
12,0.6111304912,33024.5224130525,5/1/2018,2018,3,3,1,2,1,1,1,2,2,1,1,2,1,1,3,2,3,2,3,4,2,2,2,3,2,3,2,1,1,1,3,3,2,1,2,2,2,2, ,2, , ,2.8,2,2,32,2,1,3,1,5,15,1,4,1
12,1.4562087307,78691.2100694657,5/1/2018,2018,2,2,2,2,1,1,2,1,2,1,2,98,1,2,3,2,3,2,2,3,2,2,2,1,1,4,2,1,1,1,3,2,1,1,2,1,2,1,1,2, , ,3.4,2,2,37,2,2,2,2,1,15, ,4,1
12,0.6307653519,34085.5591384324,5/1/2018,2018,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,3,2,2,2,1,1,2,1,1,1,1,3,2,1,1,2,1,2,1,1,2, , ,3.4,2,1,30,2,2,3,2,1,15,1,4,5
12,0.8827110219,47700.3035278476,5/1/2018,2018,3,3,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,98,2,2,2,98,98,2,2,98,98,1,98,98,1,1,1,1,2, ,99, , ,3,2,3,66,3,2,2,2,4,15,1,4,6
12,0.8168865085,44143.2512290865,5/1/2018,2018,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,4,1,2,1,2,1,2,2,2,2,1,1,1,1,3,2,1,1,1,2,1,1,1,99, , ,3.4,2,1,54,3,2,2,2,2,15,2,4,1
12,0.3772074596,20383.692818768,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,2,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2, ,3.6,3,1,45,2,2,3,2,3,15,1,4,1
12,0.3949146291,21340.5601718673,5/1/2018,2018,4,3,1,2,1,1,2,2,2,2,2,1,1,2,2,3,99,2,2,3,98,98,3,3,3,3,98,98,2,2,1,2,3,1,2,2,2,1,99,1,2, ,2,1,99,65,3,1,3,1,4,15,1,4,6
12,0.8827110219,47700.3035278476,5/1/2018,2018,4,3,1,2,2,1,2,2,2,2,2,2,1,1,4,2,3,1,4,2,1,1,1,1,1,1,2,1,1,2,5,2,2,98, , , ,1, ,2, , ,3.8,3,2,75,3,2,2,1,3,15,3,4,6
12,0.6396608628,34566.2584401883,5/1/2018,2018,2,1,1,2,1,1,2,2,2,2,2,2,1,4,3,2,3,2,1,3,1,1,1,2,2,2,1,1,1,2,3,3,3,1,1,2,1,1,1,1,2, ,3.4,2,1,59,3,1,2,1,5,15,1,4,2
12,0.6602123687,35676.8292216606,5/1/2018,2018,2,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,4,1,2,3,1,1,2,2,2,4,1,1,1,1,3,1,1,1,1,1,1,2, ,1,2, ,3.2,2,1,55,3,2,2,1,4,15,1,4,1
12,1.3659955358,73816.2321081645,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,1,1,1,2,2,2,2,1,1,1,3,1,1,1,1,1,2,2, ,1,2, ,3.6,3,2,29,1,2,2,1,3,15,1,4,1
12,0.6724224116,36336.6405720526,5/1/2018,2018,3,3,1,2,1,1,2,2,1,1,1,1,1,1,4,2,2,1,2,2,1,2,2,1,2,3,1,1,1,2,3,1,1,1,1,1,1,2, ,1,1,1,3.2,2,1,41,2,2,3,2,4,15,2,4,1
12,1.3234739675,71518.434003171,5/1/2018,2018,3,3,1,1,1,2,2,2,2,2,2,2,1,2,3,2,4,1,3,4,2,2,3,3,2,3,2,1,1,3,3,99,2,1,99,2,2,2, ,2, , ,2.6,2,2,34,2,1,1,2,1,15,2,4,1
12,1.3659955358,73816.2321081645,5/1/2018,2018,2,2,1,2,2,1,2,2,2,1,1,1,1,1,4,2,2,1,2,98,2,1,2,2,2,1,1,1,1,1,3,2,1,1,2,1,2,2, ,2, , ,3.2,2,1,31,2,2,1,2,3,15,3,4,1
12,1.3659955358,73816.2321081645,5/1/2018,2018,3,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,3,1,1,1,1,2,1,2, ,2, , ,3.6,3,1,30,2,2,2,1,2,15,1,4,4
12,0.6279966876,33935.9449147532,5/1/2018,2018,2,2,1,2,2,1,1,1,1,1,1,1,1,1,3,1,4,1,3,4,1,1,1,2,2,2,1,1,1,98,3,1,1,1,1,1,1,2, ,1,2, ,3.6,3,1,57,3,1,3,2,3,15,2,4,2
12,0.6621201069,35779.9203668395,5/1/2018,2018,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,4,2,2,1,2,2,2,2,1,1,2,3,2,2,1,2,2,1,1,1,1,1,97,3.4,2,2,30,2,2,2,1,2,15,2,4,1
12,1.7190299949,92893.6543198205,5/1/2018,2018,2,2,1,2,1,1,2,1,1,1,1,1,1,2,4,2,3,1,2,4,1,2,2,2,2,2,1,1,1,1,3,2,1,1,1,1,1,2, ,2, , ,3,2,1,18,1,1,2,1,1,15,1,4,4
12,0.6481734381,35026.2645086193,5/1/2018,2018,2,2,1,2,2,1,1,1,2,2,2,98,1,2,3,1,3,3,1,3,1,1,2,2,1,4,1,1,98,2,3,2,2,1,2,2,2,1,1,2, , ,3.6,3,1,55,3,2,3,2,5,15,1,4,1
12,0.4009953175,21669.1509244561,5/1/2018,2018,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,4,4,2,2,1,2,4,2,1,1,1,1,3,2,1,1,1,2,2,1,1,2, , ,3,2,1,50,3,2,3,1,5,15,1,4,1
12,0.6714053905,36281.6823633535,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,4,2,2,2,1,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,2, , ,4,3,1,41,2,1,3,1,4,15,1,4,3
12,0.4198191553,22686.3612637869,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2, ,3.6,3,1,78,3,1,3,2,1,15,2,4,6
12,0.3259340074,17612.9567838333,5/1/2018,2018,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,3,1,2,3,2,2,2,2,1,2,98,1,2,1,3,2,2,1,1,1,1,1,1,1,2, ,3.4,2,99,44,2,2,3,1,2,15,1,4,1
12,1.6328276655,88235.4171653984,5/1/2018,2018,2,2,2,2,1,1,2,2,2,2,98,2,1,98,4,2,3,3,3,3,2,2,2,2,2,2,2,1,1,2,3,3,3,1,3,3,3,2, ,1,2, ,3,2,2,50,3,1,2,2,2,15,2,4,2
12,0.3464884042,18723.6837882192,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,4,1,2,3,1,1,1,1,2,3,1,1,1,1,3,2,2,1,1,1,1,2, ,2, , ,3.8,3,1,41,2,2,3,1,3,15,1,4,1
12,0.6279966876,33935.9449147532,5/1/2018,2018,2,3,1,2,1,1,2,2,2,1,1,2,1,1,3,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,3,3,1,1,1,2,1,1,1,2, , ,3,2,2,60,3,1,3,2,5,15,1,4,2
12,0.397121479,21459.8148373756,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2, ,2, , ,4,3,1,20,1,2,3,2,4,15,3,4,6
12,0.6279966876,33935.9449147532,5/1/2018,2018,2,1,1,2,2,1,2,1,2,1,1,2,1,1,4,1,4,1,1,4,1,1,1,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3.6,3,1,57,3,1,3,2,4,15,1,4,1
12,1.8767549655,101416.861554703,5/1/2018,2018,2,2,1,2,2,1,2,2,2,2,2,1,1,1,4,2,3,3,2,3,1,2,2,1,2,2,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,3.2,2,2,82,3,2,1,1,3,15,2,4,6
12,1.3659955358,73816.2321081645,5/1/2018,2018,2,1,1,2,1,1,2,2,1,2,2,1,1,1,3,2,4,1,1,98,2,2,2,2,2,2,2,1,1,2,3,3,2,1,3,3,3,1,1,1,2, ,3,2,2,34,2,2,2,1,4,15,2,4,1
12,0.3057421575,16521.8212416622,5/1/2018,2018,2,1,1,2,1,1,1,1,1,2,1,1,98,1,2,1,3,1,2,4,1,1,1,1,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,2, , ,3.8,3,2,59,3,2,3,2,5,15,1,4,1
12,1.3196606989,71312.3710162443,5/1/2018,2018,2,1,1,2,1,1,1,1,2,1,98,1,2,1,2,2,3,2,2,4,2,1,2,2,1,2,1,1,1,2,3,2,1,1,1,1,1,2, ,2, , ,3.4,2,1,55,3,1,2,1,5,15,3,4,1
12,0.3772074596,20383.692818768,5/1/2018,2018,2,2,1,2,1,1,97,2,2,1,1,1,1,1,3,1,2,1,2,4,1,1,1,1,2,1,2,2,1,2,3,2,2,1,2,1,1,1,1,1,2, ,3.8,3,3,48,2,2,3,1,2,15,3,4,4
12,0.6307653519,34085.5591384324,5/1/2018,2018,3,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,2, ,2, , ,3.8,3,1,29,1,2,3,2,1,15,1,4,1
12,0.8192866548,44272.9513311624,5/1/2018,2018,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,3,2,1,4,2,1,2,2,2,2,1,1,1,98,3,2,1,1,1,1,1,2, ,2, , ,3.2,2,1,21,1,2,3,1,1,15,3,4,6
12,1.7190299949,92893.6543198205,5/1/2018,2018,2,1,1,2,1,1,2,1,1,2,1,1,1,1,3,2,3,2,2,4,1,1,1,1,2,2,2,1,1,2,3,2,2,1,1,1,1,2, ,2, , ,3.6,3,2,23,1,1,2,1,5,15,1,4,1
12,0.6307653519,34085.5591384324,5/1/2018,2018,4,4,1,2,1,1,1,2,1,2,2,2,2,1,4,4,4,4,98,98,1,1,98,98,3,3,2,1,1,2,3,4,4,98, , , ,3, ,2, , ,2.3333333333,1,2,33,2,2,3,1,3,15,3,4,4
12,1.7190299949,92893.6543198205,5/1/2018,2018,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2, ,99, , ,4,3,1,19,1,1,2,2,1,15,2,4,6
12,0.6724224116,36336.6405720526,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,3,2,2,1,1,1,1,2, ,2, , ,3.8,3,3,40,2,2,3,1,5,15,1,4,1
12,1.6328276655,88235.4171653984,5/1/2018,2018,3,3,1,1,2,2,97,2,2,1,2,2,2,2,3,1,2,1,2,4,1,2,2,2,2,2,2,1,1,2,3,1,1,1,3,2,2,1,1,1,2, ,3.2,2,2,54,3,1,2,1,1,15,3,4,6
12,0.9091670782,49129.9468474666,5/1/2018,2018,3,2,1,2,2,2,97,2,1,2,1,98,98,4,4,3,3,1,3,98,3,3,3,3,3,3,3,2,1,2,1,3,1,1,1,1,1,2, ,1,2, ,2,1,4,71,3,1,1,1,1,15,2,4,6
12,0.3654655086,19749.1764069428,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,3,1,3,3,1,1,1,1,3,1,1,1,3,5,3,2, ,1,1,1,3.2,2,1,46,2,1,3,2,1,15,2,4,5
12,0.8396383106,45372.7225275738,5/1/2018,2018,3,3,1,1,1,1,2,2,1,2,1,1,1,2,4,1,2,1,1,98,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2, , ,4,3,1,66,3,1,3,1,1,15,1,4,6
12,0.8396383106,45372.7225275738,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,69,3,1,3,1,4,15,1,4,2
12,0.3259340074,17612.9567838333,5/1/2018,2018,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,3,2,2,2,2,2,2,3,1,1,1,3,2,2,1,2,2,2,2, ,1,1,97,3.2,2,2,36,2,2,3,2,4,15,2,4,5
12,0.7539783916,40743.7963710802,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,3,4,3,3,3,3,2,1,1,1,1,2,3,1,1,1,1,2, ,2, , ,2,1,2,49,2,1,3,2,3,15,2,4,2
12,1.8210885046,98408.7343051991,5/1/2018,2018,2,2,1,1,1,1,2,2,1,1,1,1,1,2,3,2,3,1,2,99,2,2,2,2,2,2,1,1,1,1,3,2,2,1,2,3,3,2, ,1,98, ,3,2,1,79,3,2,2,2,5,15,2,4,6
12,1.5007216613,81096.618237528,5/1/2018,2018,2,2,1,2,1,1,97,2,2,1,1,1,1,2,2,1,4,1,2,2,2,2,1,2,2,1,2,1,1,1,3,2,2,1,1,1,1,1,1,1,2, ,3.4,2,2,37,2,2,2,2,3,15,1,4,1
12,0.840910165,45441.4515222478,5/1/2018,2018,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,2,1,2,4,1,1,1,2,2,2,1,1,2,2,3,2,1,1,1,1,1,1,1,2, , ,3.6,3,1,72,3,2,3,2,1,15,2,4,6
12,0.6298113359,34034.0056309187,5/1/2018,2018,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,3,1,3,3,3,3,2,1,1,1,3,1,1,1,1,2,2,2, ,1,2, ,2.6,2,2,34,2,1,3,2,5,15,1,4,1
12,0.6714053905,36281.6823633535,5/1/2018,2018,3,1,1,2,2,1,2,2,1,2,2,1,1,1,3,1,4,1,1,4,1,1,2,2,2,4,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1,97,3.4,2,1,41,2,1,3,2,3,15,2,4,1
12,1.3234739675,71518.434003171,5/1/2018,2018,2,2,1,2,1,1,2,1,1,1,1,2,2,2,4,2,4,2,1,4,1,1,1,3,3,3,2,1,1,2,3,2,1,1,1,1,1,2, ,1,2, ,3,2,2,31,2,1,1,2,2,15,1,4,1
12,0.3057421575,16521.8212417729,5/1/2018,2018,3,3,1,2,1,1,2,1,1,1,1,1,1,1,4,2,3,1,2,4,1,2,2,2,2,2,1,1,1,1,3,2,1,1,2,1,1,2, ,1,2, ,3,2,1,31,2,2,3,2,4,15,1,4,1
12,1.7190299949,92893.6543198205,5/1/2018,2018,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,1,1,2,1,1,3,3,2,2,3,1,1,1,3,3,1,1,1,1,1,1,1,1,2, ,2.8,2,2,18,1,1,2,1,1,15,2,4,6
12,0.3139983438,16967.9724573766,5/1/2018,2018,2,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2, ,1,2, ,3.8,3,2,60,3,1,3,2,5,15,1,4,2
12,0.3057421575,16521.8212416622,5/1/2018,2018,4,2,1,98,1,1,1,1,1,1,1,2,1,1,2,1,4,1,2,1,2,1,1,1,1,1,1,2,1,2,3,1,1,1,5,1,1,2, ,1,2, ,4,3,3,63,3,1,3,2,5,15,1,4,1
12,1.8284953157,98808.9866269416,5/1/2018,2018,2,1,1,2,2,1,1,1,1,1,1,1,1,3,4,2,2,1,2,98,2,1,1,1,3,2,2,1,1,2,3,2,1,1,1,2,1,2, ,1,1,1,3.4,2,2,21,1,2,2,1,3,15,2,4,4
12,0.6396608628,34566.2584401883,5/1/2018,2018,2,2,1,2,1,2,2,2,2,1,1,1,1,1,3,1,2,1,1,4,2,1,1,1,2,2,1,1,1,2,3,2,2,1,1,1,1,1,1,1,2, ,3.8,3,1,57,3,1,2,2,4,15,2,4,1
12,0.6481734381,35026.2645086193,5/1/2018,2018,2,2,1,2,1,1,1,2,2,2,1,1,1,2,4,2,2,1,2,3,1,1,1,1,2,1,1,1,1,1,3,2,2,1,1,2,1,2, ,1,1,2,3.6,3,1,60,3,2,3,1,2,15,2,4,6
12,0.9419950314,50903.9173721297,5/1/2018,2018,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,4,1,1,4,1,1,1,2,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3.8,3,1,64,3,1,3,2,4,15,2,4,5
12,0.3847596318,20791.8002224523,5/1/2018,2018,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,1,1,2,2,2, ,1,2, ,3,2,2,22,1,1,3,2,2,15,3,4,4
12,0.6819647518,36852.2935038174,5/1/2018,2018,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,2,1,2, ,4,3,1,34,2,1,2,2,4,15,3,4,2
12,0.6481734381,35026.2645086193,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,1,1,2,1,1,2,1,1,1,1,3,2,2,1,1,2,1,1,1,1,2, ,3.8,3,1,59,3,2,3,1,4,15,1,4,6
12,0.3157881286,17064.6895861536,5/1/2018,2018,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,2, , ,3.2,2,1,44,2,1,3,2,1,15,2,4,3
